,camera_model,generation,price,region,date,title,link
1850,Z6,1,40000,新竹縣,2022-12-29,Nikon Z6 II機身,http://market.dcview.com/post/317363
1855,Z6,1,26500,彰化縣,2022-12-26,Z6 相機王平輸,http://market.dcview.com/post/316930
1856,Z5,1,28000,高雄市,2022-12-26,Z5 9.9新,http://market.dcview.com/post/316907
1861,Z7,1,41000,台南市,2022-12-14,售 公司貨 NIKON Z7 一代,http://market.dcview.com/post/315080
1863,Z6,2,43000,雲林縣,2022-12-14,【售】Nikon Z6ii 機身 & 鏡頭,http://market.dcview.com/post/315014
1865,Z7,1,42000,台南市,2022-12-13,售 公司貨 NIKON Z7 一代,http://market.dcview.com/post/314911
1866,Z6,2,44000,台北市,2022-12-13,Nikon Z6 ii Z62 Z6ii 公司貨 2022/9過保,http://market.dcview.com/post/314843
1867,Z6,1,45000,高雄市,2022-12-12,NIKON Z6 ll（公司貨保固內）,http://market.dcview.com/post/314665
1872,ZF,1,60000,台中市,2022-12-09,otus 28/1.4 ZF,http://market.dcview.com/post/314235
1874,Z7,1,42000,台南市,2022-12-09,Nikon Z7 少用，機況良好,http://market.dcview.com/post/314185
1875,Z6,2,46000,台中市,2022-12-09,Nikon Z6ii(公司貨，保固中),http://market.dcview.com/post/314110
1877,Z6,2,44000,台北市,2022-12-08,Nikon Z6 ii 公司貨 過保,http://market.dcview.com/post/313865
1881,Z5,1,33000,高雄市,2022-12-06,nikon z5,http://market.dcview.com/post/313487
1883,Z6,1,26000,彰化縣,2022-12-03,Z6 公司貨 過保,http://market.dcview.com/post/313137
1886,Z6,2,45000,台北市,2022-12-01,Nikon Z6 ii 公司貨 2022/9過保,http://market.dcview.com/post/312861
1887,Z6,1,28000,桃園市,2022-12-01,Nikon z6 z50f1.8s,http://market.dcview.com/post/312766
1888,Z6,2,48000,屏東縣,2022-11-30,Z6ii,http://market.dcview.com/post/312683
1891,Z50,1,16000,台北市,2022-11-29,"Nikon Z50 單機身, 公司貨過保",http://market.dcview.com/post/312453
1893,Z50,1,18500,新北市,2022-11-29,55.Nikon z50 (公司貨),http://market.dcview.com/post/312382
1894,Z6,2,48000,新北市,2022-11-28,Nikon Z6ii Z62 Z6 ii 公司貨 9月購入,http://market.dcview.com/post/312342
1895,Z6,1,28000,桃園市,2022-11-28,Z6 z50f1.8s,http://market.dcview.com/post/312231
1896,Z6,2,46000,台北市,2022-11-28,Nikon Z6 ii 公司貨 過保,http://market.dcview.com/post/312213
1900,Z6,1,28000,桃園市,2022-11-24,Z6 z50f1.8s,http://market.dcview.com/post/311683
1901,Z6,2,47000,台北市,2022-11-22,Nikon Z6 ii 公司貨 過保,http://market.dcview.com/post/311236
1903,Z7,1,46000,新北市,2022-11-20,Nikon z7 公司貨 盒單齊全,http://market.dcview.com/post/310918
1905,Z6,1,25000,台中市,2022-11-16,NIKON Z6,http://market.dcview.com/post/310320
1908,Z6,2,49000,桃園市,2022-11-12,Nikon Z6II Z 公司貨 2022.10月份公司貨購入，尚未註冊保固,http://market.dcview.com/post/309665
1909,Z9,1,145000,桃園市,2022-11-12,NIKON Z9 平輸,http://market.dcview.com/post/309561
1910,Z9,1,165000,新竹市,2022-11-11,【售】全新Nikon Z9 BODY單機身 全幅單眼相機 (國祥公司貨)只要 165000 元!送CF160GB!,http://market.dcview.com/post/309463
1911,Z9,1,165000,桃園市,2022-11-11,【售】全新Nikon Z9 BODY單機身 全幅單眼相機 (國祥公司貨)只要 165000 元!送CF160GB!,http://market.dcview.com/post/309462
1912,Z9,1,165000,台北市,2022-11-11,【售】全新Nikon Z9 BODY單機身 全幅單眼相機 (國祥公司貨)只要 165000 元!送CF160GB!,http://market.dcview.com/post/309461
1913,Z9,1,150000,桃園市,2022-11-11,nikon Z9 平輸,http://market.dcview.com/post/309366
1915,Z7,2,73000,新北市,2022-11-09,Nikon Z7II 機身,http://market.dcview.com/post/309060
1918,Z6,2,46500,高雄市,2022-11-05,Nikon z6ii,http://market.dcview.com/post/308343
1920,Z6,2,49000,桃園市,2022-11-01,Z6II 公司貨,http://market.dcview.com/post/307778
1921,Z7,2,73000,新北市,2022-11-01,Nikon Z7II,http://market.dcview.com/post/307653
1922,ZFC,1,24000,台北市,2022-10-31,Nikon Zfc 單機身 水貨 二手近全新,http://market.dcview.com/post/307603
1925,Z6,1,27000,新北市,2022-10-21,Nikon z6,http://market.dcview.com/post/306024
1937,Z6,2,50000,桃園市,2022-10-06,Z6II,http://market.dcview.com/post/303448
1938,Z9,1,139000,彰化縣,2022-10-05,Nikon Z9,http://market.dcview.com/post/303342
1939,Z5,1,23500,雲林縣,2022-10-04,Z5,http://market.dcview.com/post/303219
1941,Z6,1,31000,台南市,2022-10-03,【售】NIKON Z6 國祥公司貨 日本製 台南市可面交,http://market.dcview.com/post/303103
1942,Z7,2,75000,新北市,2022-10-02,NIKON Z7II,http://market.dcview.com/post/302970
1944,Z6,2,40000,新北市,2022-10-02,Z6II,http://market.dcview.com/post/302946
1953,Z5,1,26500,桃園市,2022-09-18,Nikon Z5 單機身,http://market.dcview.com/post/300955
1955,Z7,1,45000,新竹市,2022-09-18,售快門300只在家試用 Z7,http://market.dcview.com/post/300888
1957,Z6,2,45000,台北市,2022-09-16,Nikon Z6II 公司貨,http://market.dcview.com/post/300654
1969,Z6,1,35000,台北市,2022-09-04,售Nikon Z6 單機身，國祥公司貨,http://market.dcview.com/post/298751
1970,Z6,1,35000,台北市,2022-09-02,售Nikon Z6 單機身，國祥公司貨,http://market.dcview.com/post/298536
1973,Z6,1,35000,台北市,2022-09-01,售Nikon Z6 單機身,http://market.dcview.com/post/298425
1979,Z30,1,19000,新北市,2022-08-26,Nikon z30/Nikkor zdx 18-140,http://market.dcview.com/post/297571
1981,Z7,2,76000,桃園市,2022-08-24,NIKON Z7II 公司貨,http://market.dcview.com/post/297405
1983,Z6,1,30000,台中市,2022-08-24,z6,http://market.dcview.com/post/297382
1984,Z30,1,20000,新北市,2022-08-23,NIKON Z30 單機身 公司貨,http://market.dcview.com/post/297221
1992,ZF,1,27000,台北市,2022-08-17,公司貨 NIKON ZF C 單機身 快門僅100次左右 保固內,http://market.dcview.com/post/296346
1993,Z5,1,26000,高雄市,2022-08-17,nikon z5 價格可議,http://market.dcview.com/post/296308
1996,Z9,1,176000,嘉義市,2022-08-15,Z9,http://market.dcview.com/post/296097
1998,Z50,1,17500,台中市,2022-08-10,Z50 公司貨過保，快門35XX,http://market.dcview.com/post/295428
2001,Z7,1,51500,台北市,2022-08-06,"公司貨 NIKON Z7 一代 全幅無反相機 單機身 內建5軸防手震 4,575 萬畫素",http://market.dcview.com/post/294889
2002,Z9,1,170000,嘉義市,2022-08-06,Nikon Z9,http://market.dcview.com/post/294866
2005,Z5,1,25000,台中市,2022-08-05,Nikon Z5 相機王水貨保內,http://market.dcview.com/post/294617
2006,Z7,2,75000,台北市,2022-08-05,Nikon 尼康 Z7II 機身，公司貨,http://market.dcview.com/post/294564
2008,Z7,1,52000,台北市,2022-08-04,公司貨 NIKON Z7 一代 全幅無反相機 單機身,http://market.dcview.com/post/294520
2009,Z7,2,77000,台北市,2022-08-01,Nikon 尼康 Z7II 機身，公司貨,http://market.dcview.com/post/293976
2013,Z9,1,175000,嘉義市,2022-07-29,Nikon Z9,http://market.dcview.com/post/293577
2016,Z5,1,20000,台中市,2022-07-26,Nikon z5 單機身,http://market.dcview.com/post/293185
2020,Z50,1,18000,台中市,2022-07-23,"Nikon Z50 單機身, 公司貨過保, 快門35XX張",http://market.dcview.com/post/292655
2023,Z9,1,175000,台南市,2022-07-15,Z9(公司貨)2022/4購入近全新,http://market.dcview.com/post/291505
2029,Z6,2,58000,台北市,2022-07-10,原價66000 Nikon Z6II 單機身 Z6 II Z62 送原廠電池 原廠快拆背帶,http://market.dcview.com/post/290506
2031,Z7,2,68000,新北市,2022-07-09,Nikon z7ii,http://market.dcview.com/post/290454
2035,Z7,2,75000,苗栗縣,2022-07-08,原廠Nikon Z7II 單機身 已過保 含記憶卡 二顆原電,http://market.dcview.com/post/290305
2045,Z6,2,49500,台北市,2022-06-21,Nikon Z6II 國祥公司貨保內,http://market.dcview.com/post/287642
2047,Z50,1,12500,台北市,2022-06-20,NIKON z 50 1.8s (水),http://market.dcview.com/post/287468
2048,Z6,1,30000,台南市,2022-06-20,Nikon Z6,http://market.dcview.com/post/287388
2050,Z6,2,50000,台北市,2022-06-19,Nikon 尼康 Z6II 機身，公司貨,http://market.dcview.com/post/287365
2056,Z6,1,30000,台南市,2022-06-09,Nikon Z6 機身 FTZ II AF-S 200-500mm ETZ11轉接環,http://market.dcview.com/post/285661
2059,Z6,2,57700,台北市,2022-06-05,全新公司貨 Nikon Z6ii Z62 單機身,http://market.dcview.com/post/284946
2060,Z7,1,43000,新北市,2022-06-05,Nikon Z7 公司貨過保 快門1萬3,http://market.dcview.com/post/284930
2061,Z6,1,36000,台南市,2022-06-04,Nikon Z6 (低快門),http://market.dcview.com/post/284820
2062,Z6,1,36000,台南市,2022-06-03,Nikon Z6 - Z 24-70F4 (低快門）,http://market.dcview.com/post/284719
2063,Z50,1,16800,台中市,2022-06-03,Nikon Z50 公司貨過保,http://market.dcview.com/post/284639
2069,Z6,1,31000,高雄市,2022-05-29,Z6 公司貨二手 過保，快門3000餘張 ，相機店面交有保固 高雄面交,http://market.dcview.com/post/283868
2070,Z6,1,35000,新北市,2022-05-29,Z6 一代,http://market.dcview.com/post/283842
2071,Z6,2,53000,新北市,2022-05-26,Z6ii,http://market.dcview.com/post/283360
2072,Z50,1,15000,桃園市,2022-05-25,Nikon Z50 單機身 公司貨,http://market.dcview.com/post/283244
2073,Z6,1,37000,台南市,2022-05-24,Nikon Z6 - Z 24-70F4 (低快門),http://market.dcview.com/post/283117
2077,Z6,1,37000,台南市,2022-05-20,Nikon Z6 - Z 24-70F4 (低快門),http://market.dcview.com/post/282470
2079,Z6,1,37000,台南市,2022-05-19,Nikon Z6 - Z 24-70F4 (低快門),http://market.dcview.com/post/282299
2080,ZF,1,34000,台北市,2022-05-18,Zeiss Milvus 100M ZF 石利洛公司貨,http://market.dcview.com/post/282146
2081,Z6,1,37000,台南市,2022-05-17,Nikon Z6 - Z 24-70F4 (低快門),http://market.dcview.com/post/282103
2096,Z6,2,48000,台北市,2022-05-04,售Nikon Z6ii 單機身，國祥公司貨,http://market.dcview.com/post/279941
2102,Z6,2,48000,台北市,2022-05-01,售Nikon Z6ii 單機身，國祥公司貨,http://market.dcview.com/post/279526
2116,Z5,1,25500,桃園市,2022-04-18,Z5,http://market.dcview.com/post/277563
2117,Z6,1,32000,台北市,2022-04-17,NIKON Z6,http://market.dcview.com/post/277515
2124,Z5,1,28000,新北市,2022-04-11,NiKON Z5 平輸,http://market.dcview.com/post/276504
2125,Z50,1,14000,台北市,2022-04-11,nikon z50 單機身,http://market.dcview.com/post/276473
2126,Z50,1,14000,台北市,2022-04-10,nikon z50 單機身,http://market.dcview.com/post/276454
2127,Z6,1,30000,台中市,2022-04-09,NIKON Z6 單機身,http://market.dcview.com/post/276295
2130,Z7,1,39500,新北市,2022-04-05,Nikon Z7 單機身 數位達人 平輸 水貨過保 雙原電,http://market.dcview.com/post/275663
2132,Z7,1,39500,新北市,2022-04-03,Nikon Z7 單機身 數位達人 平輸 水貨過保 雙原電,http://market.dcview.com/post/275374
2138,Z50,1,13000,台中市,2022-03-29,D750 D7200 Z50,http://market.dcview.com/post/274565
2140,Z6,1,30000,彰化縣,2022-03-25,Z6 公司貨,http://market.dcview.com/post/274012
2141,Z6,2,48000,嘉義縣,2022-03-24,Nikon Z6II 公司貨保固中,http://market.dcview.com/post/273938
2149,Z6,1,31500,新北市,2022-03-17,32.Nikon Z6 (水),http://market.dcview.com/post/272753
2151,Z6,1,30000,台中市,2022-03-15,NIKON Z6,http://market.dcview.com/post/272565
2154,Z5,1,22000,台南市,2022-03-14,Nikon D750 / Z5 機身,http://market.dcview.com/post/272347
2160,Z6,2,49000,桃園市,2022-03-11,Z6II 公司貨,http://market.dcview.com/post/271987
2168,Z50,1,18000,桃園市,2022-03-02,NIKON Z50 公司貨 雙原電,http://market.dcview.com/post/270414
2169,Z6,1,25000,新北市,2022-03-01,Nikon Z6 公司貨,http://market.dcview.com/post/270220
2171,Z50,1,14500,桃園市,2022-02-26,Nikon Z50 單機身,http://market.dcview.com/post/269961
2179,Z6,1,25000,新北市,2022-02-19,Nikon Z6 公司貨,http://market.dcview.com/post/268764
2180,Z6,1,30000,台北市,2022-02-18,Z6,http://market.dcview.com/post/268718
2191,Z6,1,25000,新北市,2022-02-10,Nikon Z6 公司貨,http://market.dcview.com/post/267346
2192,Z6,1,32000,台北市,2022-02-09,NIKON Z6 單機身,http://market.dcview.com/post/267186
2194,Z6,1,25000,新北市,2022-02-06,Nikon Z6 公司貨,http://market.dcview.com/post/266814
2198,Z5,1,28500,台中市,2022-02-05,(限面交) Nikon Z5 公司貨保內,http://market.dcview.com/post/266624
2199,Z6,1,30000,高雄市,2022-02-03,Nikon Z6 單機身(無轉接環),http://market.dcview.com/post/266443
2206,Z7,2,69000,桃園市,2022-01-26,NIKON Z7II,http://market.dcview.com/post/265410
2207,Z7,2,70000,桃園市,2022-01-24,NIKON Z7II,http://market.dcview.com/post/265154
2213,Z6,2,59000,台北市,2022-01-21,Nikon Z6ii,http://market.dcview.com/post/264690
2223,Z7,1,45000,新北市,2022-01-17,【極新品】NIKON Z7 國祥公司貨(合單保卡齊) 已貼模 低快門無外出過,http://market.dcview.com/post/263974
2224,Z7,1,47000,新北市,2022-01-17,【低快門少用】NIKON Z7 國祥公司貨(合單保卡齊)已貼模 近全新,http://market.dcview.com/post/263938
2230,Z6,1,28000,台中市,2022-01-14,Nikon Z6 單機身（相機王水貨)，誠可議,http://market.dcview.com/post/263536
2232,Z7,2,78000,桃園市,2022-01-12,Z7II 機身,http://market.dcview.com/post/263211
2234,Z7,2,83000,台北市,2022-01-11,Z7II 國祥公司貨,http://market.dcview.com/post/263069
2248,ZFC,1,27000,台南市,2022-01-08,NIKON ZFC 單機身公司貨,http://market.dcview.com/post/262499
2249,Z7,2,65000,台南市,2022-01-06,nikon Z7II 公司貨,http://market.dcview.com/post/262269
2250,Z9,1,175000,台北市,2022-01-06,Z9 全新國祥公司貨,http://market.dcview.com/post/262259
2254,Z9,1,175000,台北市,2022-01-05,Z9,http://market.dcview.com/post/261959
2263,Z6,2,49000,新北市,2021-12-31,Nikon Z6II Z6二代 Z62 單機身 公司貨 保固中,http://market.dcview.com/post/261218
2270,Z7,1,48000,台南市,2021-12-24,NIKON Z7 單機身 國祥公司貨 保固到2022年9月 快門數不到1千9 原盒保單配件齊全 品項如新,http://market.dcview.com/post/260290
2272,Z6,2,58000,台北市,2021-12-22,原價62980 全新公司貨 Nikon Z6ii Z62 單機身 3原廠電池,http://market.dcview.com/post/260070
2274,Z7,1,50000,台南市,2021-12-21,保固到明年九月 NIKON Z7 單機身 國祥公司貨 品項如新 盒單配件齊全 低快門,http://market.dcview.com/post/259911
2280,Z7,1,50000,台南市,2021-12-17,品項如新 NIKON Z7 單機身 國祥公司貨 保固內 盒單配件齊全,http://market.dcview.com/post/259354
2281,Z6,2,57500,台北市,2021-12-13,原價62980 全新公司貨 Nikon Z6ii Z62 單機身 3原廠電池,http://market.dcview.com/post/258765
2283,Z6,2,57000,台北市,2021-12-09,全新公司貨 Nikon Z6ii Z62 單機身,http://market.dcview.com/post/258114
2284,Z5,1,33000,高雄市,2021-12-08,Z5 公司貨,http://market.dcview.com/post/258058
2289,Z6,1,32000,彰化縣,2021-12-03,Z6,http://market.dcview.com/post/257186
2293,Z6,1,30000,台中市,2021-12-01,Z6 公司貨過保,http://market.dcview.com/post/256913
2295,Z5,1,22000,新北市,2021-11-29,Nikon z5,http://market.dcview.com/post/256505
2300,Z7,2,60000,新北市,2021-11-26,Z7II,http://market.dcview.com/post/256162
2307,Z6,1,52000,高雄市,2021-11-25,Z6(套)/24200旅遊鏡,http://market.dcview.com/post/256004
2309,Z5,1,24500,台南市,2021-11-23,Nikon Z5 單機身 9月平輸新機,http://market.dcview.com/post/255726
2312,ZFC,1,28000,台南市,2021-11-22,NIKON ZFC 單機身公司貨,http://market.dcview.com/post/255428
2318,Z6,1,29000,新竹市,2021-11-20,Z6 單機身 快門三千多 [無盒單],http://market.dcview.com/post/255105
2319,Z7,2,75000,桃園市,2021-11-19,Nikon Z7ii 公司貨單機身,http://market.dcview.com/post/255037
2321,Z6,1,30000,新竹市,2021-11-19,Nikon Z6 單機身(無記憶卡、鏡頭),http://market.dcview.com/post/255015
2325,Z6,1,30000,台中市,2021-11-17,Nikon Z6 國祥公司貨,http://market.dcview.com/post/254675
2331,Z6,2,46300,台北市,2021-11-14,全新公司貨 Nikon Z6ii Z62 單機身 Z7ii Z72 Z7 ii 單機身,http://market.dcview.com/post/254201
2333,Z6,2,46300,台北市,2021-11-12,全新公司貨 Nikon Z6ii Z62 單機身 Z7ii Z72 Z7 ii 單機身,http://market.dcview.com/post/254050
2336,Z6,2,46000,台北市,2021-11-11,原價62980 全新公司貨 Nikon Z6ii Z62 單機身 Z7ii Z72 Z7 ii 單機身,http://market.dcview.com/post/253745
2342,Z5,1,26000,新北市,2021-11-08,NIKON Z5 平行輸入 單機身 11.03購買,http://market.dcview.com/post/253383
2344,Z6,2,48500,台北市,2021-11-08,原價62980 全新公司貨 Nikon Z6ii Z62 單機身 Z7ii Z72 Z7 ii 單機身,http://market.dcview.com/post/253271
2350,Z7,1,53000,台北市,2021-11-03,Nikon Z7 公司貨保固到 2022 年 9 月,http://market.dcview.com/post/252667
2352,Z6,2,46800,台北市,2021-11-02,原價62980 全新公司貨 Nikon Z6ii Z62 單機身 Z7ii Z72 Z7 ii 單機身,http://market.dcview.com/post/252528
2353,Z7,1,42000,台南市,2021-11-02,【】NIKON Z7 公水不拘,http://market.dcview.com/post/252487
2362,Z6,1,31000,新北市,2021-10-28,Z6 公司貨 保固內,http://market.dcview.com/post/251764
2364,Z6,1,31000,新北市,2021-10-27,Z6 公司貨 超新,http://market.dcview.com/post/251634
2367,Z6,2,50500,台北市,2021-10-26,原價62980 全新公司貨 Nikon Z6ii Z62 單機身 Z7ii Z72 Z7 ii 單機身,http://market.dcview.com/post/251589
2375,Z5,1,22000,新北市,2021-10-21,Nikon z5 平輸 雙原電,http://market.dcview.com/post/250883
2377,Z50,1,20000,新北市,2021-10-21,【售】NIKON器材出清 z62 z6ii z24-70 2.8 z20 1.8 z50 1.2 z85 1.8 Mb-n11垂直把手,http://market.dcview.com/post/250848
2381,Z6,1,29000,新竹市,2021-10-20,Z6 單機身 快門三千多 [無盒單],http://market.dcview.com/post/250708
2385,Z6,1,28000,桃園市,2021-10-18,Z6,http://market.dcview.com/post/250447
2387,Z7,2,65000,台南市,2021-10-17,售nikon Z7II 公司貨,http://market.dcview.com/post/250337
2391,Z6,1,29000,桃園市,2021-10-14,Nikon Z6,http://market.dcview.com/post/249951
2393,Z6,2,48500,台北市,2021-10-14,原價62980 全新公司貨 Nikon Z6ii Z62 單機身 Z7ii Z72 Z7 ii 單機身,http://market.dcview.com/post/249936
2398,Z5,1,32000,新北市,2021-10-12,Nikon Z5 單機身 公司貨,http://market.dcview.com/post/249519
2400,Z6,1,29000,新竹市,2021-10-11,Z6 單機身 快門三千多 [無盒單],http://market.dcview.com/post/249430
2401,Z6,1,29000,台中市,2021-10-11,nikon z6,http://market.dcview.com/post/249392
2406,Z50,1,14000,新北市,2021-10-08,Nikon Z50,http://market.dcview.com/post/249018
2407,Z6,2,50000,台南市,2021-10-07,售 nikon Z6II & nikon Z 24-70 2.8S 公司貨,http://market.dcview.com/post/249003
2409,Z7,2,70000,台南市,2021-10-07,NIKON Z7II 水貨單機身,http://market.dcview.com/post/248910
2410,Z7,2,75000,台南市,2021-10-07,NIKON Z7II 單機身水貨,http://market.dcview.com/post/248882
2415,Z6,2,48800,台北市,2021-10-04,原價62980 全新公司貨 Nikon Z6ii Z62 單機身 Z7ii Z72 Z7 ii 單機身,http://market.dcview.com/post/248597
2418,Z6,2,50000,台南市,2021-10-02,售 nikon Z6II & nikon Z 24-70 2.8S 公司貨,http://market.dcview.com/post/248288
2423,Z6,1,30000,台中市,2021-10-01,nikon z6,http://market.dcview.com/post/248100
2426,Z6,1,31500,新北市,2021-09-30,Nikon Z6 單機身 (公司貨過保),http://market.dcview.com/post/247933
2428,Z50,1,13000,新竹市,2021-09-29,Nikon Z 50/1.8S (相機王水貨),http://market.dcview.com/post/247729
2434,Z6,2,55000,台南市,2021-09-28,售nikon Z6II 公司貨,http://market.dcview.com/post/247609
2435,Z50,1,13500,新竹市,2021-09-28,Nikon Z 50/1.8S (相機王水貨),http://market.dcview.com/post/247596
2442,ZFC,1,28000,高雄市,2021-09-24,全新現貨僅一台 未拆封 Nikon Z FC 單機身 公司貨 ZFC,http://market.dcview.com/post/247180
2446,Z50,1,14000,新竹市,2021-09-23,Nikon Z 50/1.8S (相機王水貨),http://market.dcview.com/post/247068
2447,Z6,2,55000,台北市,2021-09-23,原價62980 全新公司貨 Nikon Z6ii Z62 單機身 Z7ii Z72 Z7 ii 單機身,http://market.dcview.com/post/247061
2448,Z5,1,32000,高雄市,2021-09-23,售二手 NIKON Z5 單機身 公司貨,http://market.dcview.com/post/247048
2459,Z6,2,55000,台南市,2021-09-18,售 nikon Z6II & nikon Z 24-70 2.8S 公司貨,http://market.dcview.com/post/246419
2462,ZFC,1,28000,高雄市,2021-09-15,全新現貨僅一台 未拆封 Nikon Z FC 單機身 公司貨 ZFC,http://market.dcview.com/post/246078
2464,Z6,1,30000,台中市,2021-09-14,Nikon Z6 公司貨,http://market.dcview.com/post/245940
2465,Z6,2,55000,台南市,2021-09-13,售 nikon Z6II & nikon Z 24-70 2.8S 公司貨,http://market.dcview.com/post/245898
2466,Z6,2,55000,台南市,2021-09-13,售 nikon Z6II & nikon Z 24-70 2.8S 公司貨,http://market.dcview.com/post/245889
2468,Z6,1,32000,台北市,2021-09-12,售 Nikon Z6 單機身 (公司貨),http://market.dcview.com/post/245738
2470,ZFC,1,29000,台北市,2021-09-11,原價30900 全新公司貨 Nikon Z FC ZFC 單機身,http://market.dcview.com/post/245526
2471,Z6,1,32000,台北市,2021-09-11,二手 Nikon Z6 單機身 (公司貨),http://market.dcview.com/post/245504
2472,ZFC,1,28500,高雄市,2021-09-11,"全新現貨僅一台 未拆封 Nikon Z FC 單機身 公司貨 含預購禮EN-EL25 原廠電池(市價2,800) ZFC 共兩顆原廠電池",http://market.dcview.com/post/245489
2473,ZFC,1,28900,台北市,2021-09-10,原價30900 全新公司貨 Nikon Z FC ZFC 單機身 原廠電池*2,http://market.dcview.com/post/245469
2475,Z6,2,54500,台北市,2021-09-10,原價62980 全新公司貨 Nikon Z6ii Z62 單機身 Z7ii Z72 Z7 ii 單機身,http://market.dcview.com/post/245438
2477,ZFC,1,28000,高雄市,2021-09-09,全新現貨僅一台 未拆封 Nikon Z FC 單機身 公司貨 ZFC,http://market.dcview.com/post/245318
2478,Z6,1,31000,桃園市,2021-09-09,Nikon Z6 單機身 公司貨,http://market.dcview.com/post/245257
2480,Z6,2,50000,高雄市,2021-09-08,NIKON Z6ii,http://market.dcview.com/post/245145
2484,Z6,2,55000,高雄市,2021-09-06,NIKON Z6II,http://market.dcview.com/post/244868
2492,Z6,2,55000,高雄市,2021-09-03,NIKON Z6ii,http://market.dcview.com/post/244489
2494,Z6,2,51500,台北市,2021-09-02,原價62980 全新公司貨 Nikon Z6ii Z62 單機身 Z7ii Z72 Z7 ii 單機身,http://market.dcview.com/post/244304
2496,ZFC,1,29000,高雄市,2021-09-01,"全新現貨僅一台 未拆封 Nikon Z FC 單機身 公司貨 含預購禮EN-EL25 原廠電池(市價2,800) ZFC",http://market.dcview.com/post/244094
2497,Z6,2,52000,台北市,2021-09-01,原價62980 全新公司貨 Nikon Z6II Z62 單機身 Z7ii Z72 單機身,http://market.dcview.com/post/244043
2503,Z6,2,50000,台北市,2021-08-25,全新公司貨nikon z6ii 機身 24-70z f2.8 50 1.8 85 1.8,http://market.dcview.com/post/243099
2507,Z6,1,30000,高雄市,2021-08-23,Nikon Z6,http://market.dcview.com/post/242828
2508,Z6,1,33000,桃園市,2021-08-23,Nikon Z6,http://market.dcview.com/post/242754
2512,ZF,1,35000,台南市,2021-08-21,Zeiss Milvus 2.8/18 ZF.2,http://market.dcview.com/post/242567
2525,Z6,1,24000,新竹市,2021-08-14,nikon z6 公司貨,http://market.dcview.com/post/241421
2527,Z6,2,55000,台北市,2021-08-13,全新公司貨 Nikon Z6II 單機身 ＋ FTZ轉接環,http://market.dcview.com/post/241305
2533,Z6,1,34000,新北市,2021-08-10,Nikon Z6 單機身（兩顆原廠電池，兩張64G XQD)相機王水貨,http://market.dcview.com/post/240747
2534,Z6,1,35000,新北市,2021-08-09,Nikon Z6 單機身（兩顆原廠電池，兩張64G XQD)相機王水貨,http://market.dcview.com/post/240666
2536,Z6,2,50000,高雄市,2021-08-09,"僅開箱在家試用一次 99新 Nikon Z6ii 公司貨單機身(原價62,980) 贈送: 全新AOKA L板、全新螢幕保護貼、快門線 z62",http://market.dcview.com/post/240610
2537,Z6,2,50000,高雄市,2021-08-08,"二手 Nikon Z6ii 公司貨單機身(原價62,980) 贈送: 全新AOKA L板、全新螢幕保護貼、快門線 z62",http://market.dcview.com/post/240491
2543,ZFC,1,32000,桃園市,2021-08-06,NIKON ZFC 16-50,http://market.dcview.com/post/240178
2550,Z6,2,49000,台南市,2021-08-01,Z62 Z6ii,http://market.dcview.com/post/239631
2551,Z7,1,43000,桃園市,2021-08-01,Nikon Z7 單機身 國祥公司貨 外觀新,http://market.dcview.com/post/239625
2560,Z6,2,49000,台南市,2021-07-27,Z6II Z62,http://market.dcview.com/post/239018
2565,Z6,2,51000,高雄市,2021-07-23,"二手 Nikon Z6ii 公司貨單機身(原價62,980) 贈送: 全新AOKA L板、全新螢幕保護貼、快門線 z62",http://market.dcview.com/post/238479
2569,ZF,1,47000,台南市,2021-07-16,Zeiss Milvus 2.8/18 ZF.2,http://market.dcview.com/post/237653
2577,Z7,1,40000,屏東縣,2021-07-07,一台 nikon z7,http://market.dcview.com/post/236637
2584,Z6,1,33000,高雄市,2021-07-03,Z6 公司貨低快門,http://market.dcview.com/post/236011
2587,Z50,1,14200,台南市,2021-06-27,【極新】Nikon Z50 相機王平輸單機身,http://market.dcview.com/post/235447
2592,Z7,1,41800,新北市,2021-06-26,Nikon Z7 單機身 平輸保內 盒單完整,http://market.dcview.com/post/235265
2594,Z6,1,32000,桃園市,2021-06-22,Nikon Z6 無反機身 (公司貨),http://market.dcview.com/post/234848
2598,Z50,1,18000,新北市,2021-06-18,nikon Z50 公司貨,http://market.dcview.com/post/234448
2602,Z6,1,32000,台北市,2021-06-13,Z6,http://market.dcview.com/post/233998
2605,Z6,1,33000,彰化縣,2021-06-12,Z6 公司貨,http://market.dcview.com/post/233859
2606,Z7,1,47000,桃園市,2021-06-10,Nikon Z7 單機身 國祥公司貨,http://market.dcview.com/post/233717
2621,Z6,2,54000,高雄市,2021-05-20,z6ii、z 24-200mm、z 14-30mm、Laina EF鏡頭轉接Z機身自動對焦轉接環,http://market.dcview.com/post/231759
2624,Z7,1,50000,台中市,2021-05-15,Nikon z7 單機身,http://market.dcview.com/post/231209
2626,Z6,1,32000,高雄市,2021-05-10,二手 Nikon Z6 公司貨 已過保 單機身 快門數2396 全機包膜 外觀良好 功能正常 body,http://market.dcview.com/post/230641
2627,Z50,1,14900,高雄市,2021-05-09,Nikon Z50 BODY 單機身 附64G 國祥公司貨,http://market.dcview.com/post/230570
2629,Z7,1,50000,台中市,2021-05-09,Nikon z7 單機身,http://market.dcview.com/post/230494
